Ayah_number	sura name	chapter_number	meaning	content_ar	assudais	alafasy	almuaiqly	translation
1	Al-Furqan—الفرقان	25	The Standard	بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ تَبَارَكَ الَّذِي نَزَّلَ الْفُرْقَانَ عَلَىٰ عَبْدِهِ لِيَكُونَ لِلْعَالَمِينَ نَذِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025001.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025001.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025001.mp3	Blessed is He who sent down the criterion to His servant, that it may be an admonition to all creatures;-
2	Al-Furqan—الفرقان	25	The Standard	الَّذِي لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَلَمْ يَتَّخِذْ وَلَدًا وَلَمْ يَكُن لَّهُ شَرِيكٌ فِي الْمُلْكِ وَخَلَقَ كُلَّ شَيْءٍ فَقَدَّرَهُ تَقْدِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025002.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025002.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025002.mp3	He to whom belongs the dominion of the heavens and the earth: no son has He begotten, nor has He a partner in His dominion: it is He who created all things, and ordered them in due proportions.
3	Al-Furqan—الفرقان	25	The Standard	وَاتَّخَذُوا مِن دُونِهِ آلِهَةً لَّا يَخْلُقُونَ شَيْئًا وَهُمْ يُخْلَقُونَ وَلَا يَمْلِكُونَ لِأَنفُسِهِمْ ضَرًّا وَلَا نَفْعًا وَلَا يَمْلِكُونَ مَوْتًا وَلَا حَيَاةً وَلَا نُشُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025003.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025003.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025003.mp3	Yet have they taken, besides him, gods that can create nothing but are themselves created; that have no control of hurt or good to themselves; nor can they control death nor life nor resurrection.
4	Al-Furqan—الفرقان	25	The Standard	وَقَالَ الَّذِينَ كَفَرُوا إِنْ هَٰذَا إِلَّا إِفْكٌ افْتَرَاهُ وَأَعَانَهُ عَلَيْهِ قَوْمٌ آخَرُونَ ۖ فَقَدْ جَاءُوا ظُلْمًا وَزُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025004.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025004.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025004.mp3	"But the misbelievers say: ""Naught is this but a lie which he has forged, and others have helped him at it."" In truth it is they who have put forward an iniquity and a falsehood."
5	Al-Furqan—الفرقان	25	The Standard	وَقَالُوا أَسَاطِيرُ الْأَوَّلِينَ اكْتَتَبَهَا فَهِيَ تُمْلَىٰ عَلَيْهِ بُكْرَةً وَأَصِيلًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025005.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025005.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025005.mp3	"And they say: ""Tales of the ancients, which he has caused to be written: and they are dictated before him morning and evening."""
6	Al-Furqan—الفرقان	25	The Standard	قُلْ أَنزَلَهُ الَّذِي يَعْلَمُ السِّرَّ فِي السَّمَاوَاتِ وَالْأَرْضِ ۚ إِنَّهُ كَانَ غَفُورًا رَّحِيمًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025006.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025006.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025006.mp3	"Say: ""The (Qur'an) was sent down by Him who knows the mystery (that is) in the heavens and the earth: verily He is Oft-Forgiving, Most Merciful."""
7	Al-Furqan—الفرقان	25	The Standard	وَقَالُوا مَالِ هَٰذَا الرَّسُولِ يَأْكُلُ الطَّعَامَ وَيَمْشِي فِي الْأَسْوَاقِ ۙ لَوْلَا أُنزِلَ إِلَيْهِ مَلَكٌ فَيَكُونَ مَعَهُ نَذِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025007.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025007.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025007.mp3	"And they say: ""What sort of a messenger is this, who eats food, and walks through the streets? Why has not an angel been sent down to him to give admonition with him?"
8	Al-Furqan—الفرقان	25	The Standard	أَوْ يُلْقَىٰ إِلَيْهِ كَنزٌ أَوْ تَكُونُ لَهُ جَنَّةٌ يَأْكُلُ مِنْهَا ۚ وَقَالَ الظَّالِمُونَ إِن تَتَّبِعُونَ إِلَّا رَجُلًا مَّسْحُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025008.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025008.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025008.mp3	"""Or (Why) has not a treasure been bestowed on him, or why has he (not) a garden for enjoyment?"" The wicked say: ""Ye follow none other than a man bewitched."""
9	Al-Furqan—الفرقان	25	The Standard	انظُرْ كَيْفَ ضَرَبُوا لَكَ الْأَمْثَالَ فَضَلُّوا فَلَا يَسْتَطِيعُونَ سَبِيلًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025009.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025009.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025009.mp3	See what kinds of comparisons they make for thee! But they have gone astray, and never a way will they be able to find!
10	Al-Furqan—الفرقان	25	The Standard	تَبَارَكَ الَّذِي إِن شَاءَ جَعَلَ لَكَ خَيْرًا مِّن ذَٰلِكَ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ وَيَجْعَل لَّكَ قُصُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025010.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025010.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025010.mp3	Blessed is He who, if that were His will, could give thee better (things) than those,- Gardens beneath which rivers flow; and He could give thee palaces (secure to dwell in).
11	Al-Furqan—الفرقان	25	The Standard	بَلْ كَذَّبُوا بِالسَّاعَةِ ۖ وَأَعْتَدْنَا لِمَن كَذَّبَ بِالسَّاعَةِ سَعِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025011.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025011.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025011.mp3	Nay they deny the hour (of the judgment to come): but We have prepared a blazing fire for such as deny the hour:
12	Al-Furqan—الفرقان	25	The Standard	إِذَا رَأَتْهُم مِّن مَّكَانٍ بَعِيدٍ سَمِعُوا لَهَا تَغَيُّظًا وَزَفِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025012.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025012.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025012.mp3	When it sees them from a place far off, they will hear its fury and its ranging sigh.
13	Al-Furqan—الفرقان	25	The Standard	وَإِذَا أُلْقُوا مِنْهَا مَكَانًا ضَيِّقًا مُّقَرَّنِينَ دَعَوْا هُنَالِكَ ثُبُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025013.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025013.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025013.mp3	And when they are cast, bound together into a constricted place therein, they will plead for destruction there and then!
14	Al-Furqan—الفرقان	25	The Standard	لَّا تَدْعُوا الْيَوْمَ ثُبُورًا وَاحِدًا وَادْعُوا ثُبُورًا كَثِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025014.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025014.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025014.mp3	"""This day plead not for a single destruction: plead for destruction oft-repeated!"""
15	Al-Furqan—الفرقان	25	The Standard	قُلْ أَذَٰلِكَ خَيْرٌ أَمْ جَنَّةُ الْخُلْدِ الَّتِي وُعِدَ الْمُتَّقُونَ ۚ كَانَتْ لَهُمْ جَزَاءً وَمَصِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025015.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025015.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025015.mp3	"Say: ""Is that best, or the eternal garden, promised to the righteous? for them, that is a reward as well as a goal (of attainment)."
16	Al-Furqan—الفرقان	25	The Standard	لَّهُمْ فِيهَا مَا يَشَاءُونَ خَالِدِينَ ۚ كَانَ عَلَىٰ رَبِّكَ وَعْدًا مَّسْئُولًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025016.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025016.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025016.mp3	"""For them there will be therein all that they wish for: they will dwell (there) for aye: A promise to be prayed for from thy Lord."""
17	Al-Furqan—الفرقان	25	The Standard	وَيَوْمَ يَحْشُرُهُمْ وَمَا يَعْبُدُونَ مِن دُونِ اللَّهِ فَيَقُولُ أَأَنتُمْ أَضْلَلْتُمْ عِبَادِي هَٰؤُلَاءِ أَمْ هُمْ ضَلُّوا السَّبِيلَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025017.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025017.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025017.mp3	"The day He will gather them together as well as those whom they worship besides Allah, He will ask: ""Was it ye who let these My servants astray, or did they stray from the Path themselves?"""
18	Al-Furqan—الفرقان	25	The Standard	قَالُوا سُبْحَانَكَ مَا كَانَ يَنبَغِي لَنَا أَن نَّتَّخِذَ مِن دُونِكَ مِنْ أَوْلِيَاءَ وَلَٰكِن مَّتَّعْتَهُمْ وَآبَاءَهُمْ حَتَّىٰ نَسُوا الذِّكْرَ وَكَانُوا قَوْمًا بُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025018.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025018.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025018.mp3	"They will say: ""Glory to Thee! not meet was it for us that we should take for protectors others besides Thee: But Thou didst bestow, on them and their fathers, good things (in life), until they forgot the Message: for they were a people (worthless and) lost."""
19	Al-Furqan—الفرقان	25	The Standard	فَقَدْ كَذَّبُوكُم بِمَا تَقُولُونَ فَمَا تَسْتَطِيعُونَ صَرْفًا وَلَا نَصْرًا ۚ وَمَن يَظْلِم مِّنكُمْ نُذِقْهُ عَذَابًا كَبِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025019.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025019.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025019.mp3	"(Allah will say): ""Now have they proved you liars in what ye say: so ye cannot avert (your penalty) nor (get) help."" And whoever among you does wrong, him shall We cause to taste of a grievous Penalty."
20	Al-Furqan—الفرقان	25	The Standard	وَمَا أَرْسَلْنَا قَبْلَكَ مِنَ الْمُرْسَلِينَ إِلَّا إِنَّهُمْ لَيَأْكُلُونَ الطَّعَامَ وَيَمْشُونَ فِي الْأَسْوَاقِ ۗ وَجَعَلْنَا بَعْضَكُمْ لِبَعْضٍ فِتْنَةً أَتَصْبِرُونَ ۗ وَكَانَ رَبُّكَ بَصِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025020.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025020.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025020.mp3	And the messengers whom We sent before thee were all (men) who ate food and walked through the streets: We have made some of you as a trial for others: will ye have patience? for Allah is One Who sees (all things).
21	Al-Furqan—الفرقان	25	The Standard	۞ وَقَالَ الَّذِينَ لَا يَرْجُونَ لِقَاءَنَا لَوْلَا أُنزِلَ عَلَيْنَا الْمَلَائِكَةُ أَوْ نَرَىٰ رَبَّنَا ۗ لَقَدِ اسْتَكْبَرُوا فِي أَنفُسِهِمْ وَعَتَوْا عُتُوًّا كَبِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025021.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025021.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025021.mp3	"Such as fear not the meeting with Us (for Judgment) say: ""Why are not the angels sent down to us, or (why) do we not see our Lord?"" Indeed they have an arrogant conceit of themselves, and mighty is the insolence of their impiety!"
22	Al-Furqan—الفرقان	25	The Standard	يَوْمَ يَرَوْنَ الْمَلَائِكَةَ لَا بُشْرَىٰ يَوْمَئِذٍ لِّلْمُجْرِمِينَ وَيَقُولُونَ حِجْرًا مَّحْجُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025022.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025022.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025022.mp3	"The Day they see the angels,- no joy will there be to the sinners that Day: The (angels) will say: ""There is a barrier forbidden (to you) altogether!"""
23	Al-Furqan—الفرقان	25	The Standard	وَقَدِمْنَا إِلَىٰ مَا عَمِلُوا مِنْ عَمَلٍ فَجَعَلْنَاهُ هَبَاءً مَّنثُورًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025023.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025023.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025023.mp3	And We shall turn to whatever deeds they did (in this life), and We shall make such deeds as floating dust scattered about.
24	Al-Furqan—الفرقان	25	The Standard	أَصْحَابُ الْجَنَّةِ يَوْمَئِذٍ خَيْرٌ مُّسْتَقَرًّا وَأَحْسَنُ مَقِيلًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025024.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025024.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025024.mp3	The Companions of the Garden will be well, that Day, in their abode, and have the fairest of places for repose.
25	Al-Furqan—الفرقان	25	The Standard	وَيَوْمَ تَشَقَّقُ السَّمَاءُ بِالْغَمَامِ وَنُزِّلَ الْمَلَائِكَةُ تَنزِيلًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025025.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025025.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025025.mp3	The Day the heaven shall be rent asunder with clouds, and angels shall be sent down, descending (in ranks),-
26	Al-Furqan—الفرقان	25	The Standard	الْمُلْكُ يَوْمَئِذٍ الْحَقُّ لِلرَّحْمَٰنِ ۚ وَكَانَ يَوْمًا عَلَى الْكَافِرِينَ عَسِيرًا	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/025026.mp3	http://www.everyayah.org/data/Alafasy_64kbps/025026.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/025026.mp3	That Day, the dominion as of right and truth, shall be (wholly) for (Allah) Most Merciful: it will be a Day of dire difficulty for the misbelievers.
